Date,Artist,Song
4/13/2005,50 Cent Featuring Olivia,Candy Shop
4/14/2005,50 Cent Featuring Olivia,Candy Shop
4/15/2005,50 Cent Featuring Olivia,Candy Shop
4/16/2005,50 Cent Featuring Olivia,Candy Shop
4/17/2005,50 Cent Featuring Olivia,Candy Shop
4/18/2005,50 Cent Featuring Olivia,Candy Shop
4/19/2005,50 Cent Featuring Olivia,Candy Shop
4/20/2005,50 Cent Featuring Olivia,Candy Shop
4/21/2005,50 Cent Featuring Olivia,Candy Shop
4/22/2005,50 Cent Featuring Olivia,Candy Shop
4/23/2005,50 Cent Featuring Olivia,Candy Shop
4/24/2005,50 Cent Featuring Olivia,Candy Shop
4/25/2005,50 Cent Featuring Olivia,Candy Shop
4/26/2005,50 Cent Featuring Olivia,Candy Shop
4/27/2005,50 Cent Featuring Olivia,Candy Shop
4/28/2005,50 Cent Featuring Olivia,Candy Shop
4/29/2005,50 Cent Featuring Olivia,Candy Shop
4/30/2005,50 Cent Featuring Olivia,Candy Shop
5/1/2005,Gwen Stefani,Hollaback Girl
5/2/2005,Gwen Stefani,Hollaback Girl
5/3/2005,Gwen Stefani,Hollaback Girl
5/4/2005,Gwen Stefani,Hollaback Girl
5/5/2005,Gwen Stefani,Hollaback Girl
5/6/2005,Gwen Stefani,Hollaback Girl
5/7/2005,Gwen Stefani,Hollaback Girl
5/8/2005,Gwen Stefani,Hollaback Girl
5/9/2005,Gwen Stefani,Hollaback Girl
5/10/2005,Gwen Stefani,Hollaback Girl
5/11/2005,Gwen Stefani,Hollaback Girl
5/12/2005,Gwen Stefani,Hollaback Girl
5/13/2005,Gwen Stefani,Hollaback Girl
5/14/2005,Gwen Stefani,Hollaback Girl
5/15/2005,Gwen Stefani,Hollaback Girl
5/16/2005,Gwen Stefani,Hollaback Girl
5/17/2005,Gwen Stefani,Hollaback Girl
5/18/2005,Gwen Stefani,Hollaback Girl
5/19/2005,Gwen Stefani,Hollaback Girl
5/20/2005,Gwen Stefani,Hollaback Girl
5/21/2005,Gwen Stefani,Hollaback Girl
5/22/2005,Gwen Stefani,Hollaback Girl
5/23/2005,Gwen Stefani,Hollaback Girl
5/24/2005,Gwen Stefani,Hollaback Girl
5/25/2005,Gwen Stefani,Hollaback Girl
5/26/2005,Gwen Stefani,Hollaback Girl
5/27/2005,Gwen Stefani,Hollaback Girl
5/28/2005,Gwen Stefani,Hollaback Girl
5/29/2005,Mariah Carey,We Belong Together
5/30/2005,Mariah Carey,We Belong Together
5/31/2005,Mariah Carey,We Belong Together
6/1/2005,Mariah Carey,We Belong Together
6/2/2005,Mariah Carey,We Belong Together
6/3/2005,Mariah Carey,We Belong Together
6/4/2005,Mariah Carey,We Belong Together
6/5/2005,Mariah Carey,We Belong Together
6/6/2005,Mariah Carey,We Belong Together
6/7/2005,Mariah Carey,We Belong Together
6/8/2005,Mariah Carey,We Belong Together
6/9/2005,Mariah Carey,We Belong Together
6/10/2005,Mariah Carey,We Belong Together
6/11/2005,Mariah Carey,We Belong Together
6/12/2005,Mariah Carey,We Belong Together
6/13/2005,Mariah Carey,We Belong Together
6/14/2005,Mariah Carey,We Belong Together
6/15/2005,Mariah Carey,We Belong Together
6/16/2005,Mariah Carey,We Belong Together
6/17/2005,Mariah Carey,We Belong Together
6/18/2005,Mariah Carey,We Belong Together
6/19/2005,Mariah Carey,We Belong Together
6/20/2005,Mariah Carey,We Belong Together
6/21/2005,Mariah Carey,We Belong Together
6/22/2005,Mariah Carey,We Belong Together
6/23/2005,Mariah Carey,We Belong Together
6/24/2005,Mariah Carey,We Belong Together
6/25/2005,Mariah Carey,We Belong Together
6/26/2005,Carrie Underwood,Inside Your Heaven
6/27/2005,Carrie Underwood,Inside Your Heaven
6/28/2005,Carrie Underwood,Inside Your Heaven
6/29/2005,Carrie Underwood,Inside Your Heaven
6/30/2005,Carrie Underwood,Inside Your Heaven
7/1/2005,Carrie Underwood,Inside Your Heaven
7/2/2005,Carrie Underwood,Inside Your Heaven
7/3/2005,Mariah Carey,We Belong Together
7/4/2005,Mariah Carey,We Belong Together
7/5/2005,Mariah Carey,We Belong Together
7/6/2005,Mariah Carey,We Belong Together
7/7/2005,Mariah Carey,We Belong Together
7/8/2005,Mariah Carey,We Belong Together
7/9/2005,Mariah Carey,We Belong Together
7/10/2005,Mariah Carey,We Belong Together
7/11/2005,Mariah Carey,We Belong Together
7/12/2005,Mariah Carey,We Belong Together
7/13/2005,Mariah Carey,We Belong Together
7/14/2005,Mariah Carey,We Belong Together
7/15/2005,Mariah Carey,We Belong Together
7/16/2005,Mariah Carey,We Belong Together
7/17/2005,Mariah Carey,We Belong Together
7/18/2005,Mariah Carey,We Belong Together
7/19/2005,Mariah Carey,We Belong Together
7/20/2005,Mariah Carey,We Belong Together
7/21/2005,Mariah Carey,We Belong Together
7/22/2005,Mariah Carey,We Belong Together
7/23/2005,Mariah Carey,We Belong Together
7/24/2005,Mariah Carey,We Belong Together
7/25/2005,Mariah Carey,We Belong Together
7/26/2005,Mariah Carey,We Belong Together
7/27/2005,Mariah Carey,We Belong Together
7/28/2005,Mariah Carey,We Belong Together
7/29/2005,Mariah Carey,We Belong Together
7/30/2005,Mariah Carey,We Belong Together
7/31/2005,Mariah Carey,We Belong Together
8/1/2005,Mariah Carey,We Belong Together
8/2/2005,Mariah Carey,We Belong Together
8/3/2005,Mariah Carey,We Belong Together
8/4/2005,Mariah Carey,We Belong Together
8/5/2005,Mariah Carey,We Belong Together
8/6/2005,Mariah Carey,We Belong Together
8/7/2005,Mariah Carey,We Belong Together
8/8/2005,Mariah Carey,We Belong Together
8/9/2005,Mariah Carey,We Belong Together
8/10/2005,Mariah Carey,We Belong Together
8/11/2005,Mariah Carey,We Belong Together
8/12/2005,Mariah Carey,We Belong Together
8/13/2005,Mariah Carey,We Belong Together
8/14/2005,Mariah Carey,We Belong Together
8/15/2005,Mariah Carey,We Belong Together
8/16/2005,Mariah Carey,We Belong Together
8/17/2005,Mariah Carey,We Belong Together
8/18/2005,Mariah Carey,We Belong Together
8/19/2005,Mariah Carey,We Belong Together
8/20/2005,Mariah Carey,We Belong Together
8/21/2005,Mariah Carey,We Belong Together
8/22/2005,Mariah Carey,We Belong Together
8/23/2005,Mariah Carey,We Belong Together
8/24/2005,Mariah Carey,We Belong Together
8/25/2005,Mariah Carey,We Belong Together
8/26/2005,Mariah Carey,We Belong Together
8/27/2005,Mariah Carey,We Belong Together
8/28/2005,Mariah Carey,We Belong Together
8/29/2005,Mariah Carey,We Belong Together
8/30/2005,Mariah Carey,We Belong Together
8/31/2005,Mariah Carey,We Belong Together
9/1/2005,Mariah Carey,We Belong Together
9/2/2005,Mariah Carey,We Belong Together
9/3/2005,Mariah Carey,We Belong Together
9/4/2005,Mariah Carey,We Belong Together
9/5/2005,Mariah Carey,We Belong Together
9/6/2005,Mariah Carey,We Belong Together
9/7/2005,Mariah Carey,We Belong Together
9/8/2005,Mariah Carey,We Belong Together
9/9/2005,Mariah Carey,We Belong Together
9/10/2005,Mariah Carey,We Belong Together
9/11/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/12/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/13/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/14/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/15/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/16/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/17/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/18/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/19/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/20/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/21/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/22/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/23/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/24/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/25/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/26/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/27/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/28/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/29/2005,Kanye West Featuring Jamie Foxx,Gold Digger
9/30/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/1/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/2/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/3/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/4/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/5/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/6/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/7/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/8/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/9/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/10/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/11/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/12/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/13/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/14/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/15/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/16/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/17/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/18/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/19/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/20/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/21/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/22/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/23/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/24/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/25/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/26/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/27/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/28/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/29/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/30/2005,Kanye West Featuring Jamie Foxx,Gold Digger
10/31/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/1/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/2/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/3/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/4/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/5/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/6/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/7/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/8/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/9/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/10/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/11/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/12/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/13/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/14/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/15/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/16/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/17/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/18/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/19/2005,Kanye West Featuring Jamie Foxx,Gold Digger
11/20/2005,Chris Brown,Run It!
11/21/2005,Chris Brown,Run It!
11/22/2005,Chris Brown,Run It!
11/23/2005,Chris Brown,Run It!
11/24/2005,Chris Brown,Run It!
11/25/2005,Chris Brown,Run It!
11/26/2005,Chris Brown,Run It!
11/27/2005,Chris Brown,Run It!
11/28/2005,Chris Brown,Run It!
11/29/2005,Chris Brown,Run It!
11/30/2005,Chris Brown,Run It!
12/1/2005,Chris Brown,Run It!
12/2/2005,Chris Brown,Run It!
12/3/2005,Chris Brown,Run It!
12/4/2005,Chris Brown,Run It!
12/5/2005,Chris Brown,Run It!
12/6/2005,Chris Brown,Run It!
12/7/2005,Chris Brown,Run It!
12/8/2005,Chris Brown,Run It!
12/9/2005,Chris Brown,Run It!
12/10/2005,Chris Brown,Run It!
12/11/2005,Chris Brown,Run It!
12/12/2005,Chris Brown,Run It!
12/13/2005,Chris Brown,Run It!
12/14/2005,Chris Brown,Run It!
12/15/2005,Chris Brown,Run It!
12/16/2005,Chris Brown,Run It!
12/17/2005,Chris Brown,Run It!
12/18/2005,Chris Brown,Run It!
12/19/2005,Chris Brown,Run It!
12/20/2005,Chris Brown,Run It!
12/21/2005,Chris Brown,Run It!
12/22/2005,Chris Brown,Run It!
12/23/2005,Chris Brown,Run It!
12/24/2005,Chris Brown,Run It!
12/25/2005,Mariah Carey,Don't Forget About Us
12/26/2005,Mariah Carey,Don't Forget About Us
12/27/2005,Mariah Carey,Don't Forget About Us
12/28/2005,Mariah Carey,Don't Forget About Us
12/29/2005,Mariah Carey,Don't Forget About Us
12/30/2005,Mariah Carey,Don't Forget About Us
12/31/2005,Mariah Carey,Don't Forget About Us
1/1/2006,Mariah Carey,Don't Forget About Us
1/2/2006,Mariah Carey,Don't Forget About Us
1/3/2006,Mariah Carey,Don't Forget About Us
1/4/2006,Mariah Carey,Don't Forget About Us
1/5/2006,Mariah Carey,Don't Forget About Us
1/6/2006,Mariah Carey,Don't Forget About Us
1/7/2006,Mariah Carey,Don't Forget About Us
1/8/2006,D4L,Laffy Taffy
1/9/2006,D4L,Laffy Taffy
1/10/2006,D4L,Laffy Taffy
1/11/2006,D4L,Laffy Taffy
1/12/2006,D4L,Laffy Taffy
1/13/2006,D4L,Laffy Taffy
1/14/2006,D4L,Laffy Taffy
1/15/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/16/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/17/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/18/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/19/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/20/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/21/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/22/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/23/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/24/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/25/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/26/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/27/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/28/2006,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz
1/29/2006,Beyonce Featuring Slim Thug,Check On It
1/30/2006,Beyonce Featuring Slim Thug,Check On It
1/31/2006,Beyonce Featuring Slim Thug,Check On It
2/1/2006,Beyonce Featuring Slim Thug,Check On It
2/2/2006,Beyonce Featuring Slim Thug,Check On It
2/3/2006,Beyonce Featuring Slim Thug,Check On It
2/4/2006,Beyonce Featuring Slim Thug,Check On It
2/5/2006,Beyonce Featuring Slim Thug,Check On It
2/6/2006,Beyonce Featuring Slim Thug,Check On It
2/7/2006,Beyonce Featuring Slim Thug,Check On It
2/8/2006,Beyonce Featuring Slim Thug,Check On It
2/9/2006,Beyonce Featuring Slim Thug,Check On It
2/10/2006,Beyonce Featuring Slim Thug,Check On It
2/11/2006,Beyonce Featuring Slim Thug,Check On It
2/12/2006,Beyonce Featuring Slim Thug,Check On It
2/13/2006,Beyonce Featuring Slim Thug,Check On It
2/14/2006,Beyonce Featuring Slim Thug,Check On It
2/15/2006,Beyonce Featuring Slim Thug,Check On It
2/16/2006,Beyonce Featuring Slim Thug,Check On It
2/17/2006,Beyonce Featuring Slim Thug,Check On It
2/18/2006,Beyonce Featuring Slim Thug,Check On It
2/19/2006,Beyonce Featuring Slim Thug,Check On It
2/20/2006,Beyonce Featuring Slim Thug,Check On It
2/21/2006,Beyonce Featuring Slim Thug,Check On It
2/22/2006,Beyonce Featuring Slim Thug,Check On It
2/23/2006,Beyonce Featuring Slim Thug,Check On It
2/24/2006,Beyonce Featuring Slim Thug,Check On It
2/25/2006,Beyonce Featuring Slim Thug,Check On It
2/26/2006,Beyonce Featuring Slim Thug,Check On It
2/27/2006,Beyonce Featuring Slim Thug,Check On It
2/28/2006,Beyonce Featuring Slim Thug,Check On It
3/1/2006,Beyonce Featuring Slim Thug,Check On It
3/2/2006,Beyonce Featuring Slim Thug,Check On It
3/3/2006,Beyonce Featuring Slim Thug,Check On It
3/4/2006,Beyonce Featuring Slim Thug,Check On It
3/5/2006,James Blunt,You're Beautiful
3/6/2006,James Blunt,You're Beautiful
3/7/2006,James Blunt,You're Beautiful
3/8/2006,James Blunt,You're Beautiful
3/9/2006,James Blunt,You're Beautiful
3/10/2006,James Blunt,You're Beautiful
3/11/2006,James Blunt,You're Beautiful
3/12/2006,Ne-Yo,So Sick
3/13/2006,Ne-Yo,So Sick
3/14/2006,Ne-Yo,So Sick
3/15/2006,Ne-Yo,So Sick
3/16/2006,Ne-Yo,So Sick
3/17/2006,Ne-Yo,So Sick
3/18/2006,Ne-Yo,So Sick
3/19/2006,Ne-Yo,So Sick
3/20/2006,Ne-Yo,So Sick
3/21/2006,Ne-Yo,So Sick
3/22/2006,Ne-Yo,So Sick
3/23/2006,Ne-Yo,So Sick
3/24/2006,Ne-Yo,So Sick
3/25/2006,Ne-Yo,So Sick
3/26/2006,Sean Paul,Temperature
3/27/2006,Sean Paul,Temperature
3/28/2006,Sean Paul,Temperature
3/29/2006,Sean Paul,Temperature
3/30/2006,Sean Paul,Temperature
3/31/2006,Sean Paul,Temperature
4/1/2006,Sean Paul,Temperature
4/2/2006,Daniel Powter,Bad Day
4/3/2006,Daniel Powter,Bad Day
4/4/2006,Daniel Powter,Bad Day
4/5/2006,Daniel Powter,Bad Day
4/6/2006,Daniel Powter,Bad Day
4/7/2006,Daniel Powter,Bad Day
4/8/2006,Daniel Powter,Bad Day
4/9/2006,Daniel Powter,Bad Day
4/10/2006,Daniel Powter,Bad Day
4/11/2006,Daniel Powter,Bad Day
4/12/2006,Daniel Powter,Bad Day
4/13/2006,Daniel Powter,Bad Day
4/14/2006,Daniel Powter,Bad Day
4/15/2006,Daniel Powter,Bad Day
4/16/2006,Daniel Powter,Bad Day
4/17/2006,Daniel Powter,Bad Day
4/18/2006,Daniel Powter,Bad Day
4/19/2006,Daniel Powter,Bad Day
4/20/2006,Daniel Powter,Bad Day
4/21/2006,Daniel Powter,Bad Day
4/22/2006,Daniel Powter,Bad Day
4/23/2006,Daniel Powter,Bad Day
4/24/2006,Daniel Powter,Bad Day
4/25/2006,Daniel Powter,Bad Day
4/26/2006,Daniel Powter,Bad Day
4/27/2006,Daniel Powter,Bad Day
4/28/2006,Daniel Powter,Bad Day
4/29/2006,Daniel Powter,Bad Day
4/30/2006,Daniel Powter,Bad Day
5/1/2006,Daniel Powter,Bad Day
5/2/2006,Daniel Powter,Bad Day
5/3/2006,Daniel Powter,Bad Day
5/4/2006,Daniel Powter,Bad Day
5/5/2006,Daniel Powter,Bad Day
5/6/2006,Daniel Powter,Bad Day
5/7/2006,Rihanna,SOS
5/8/2006,Rihanna,SOS
5/9/2006,Rihanna,SOS
5/10/2006,Rihanna,SOS
5/11/2006,Rihanna,SOS
5/12/2006,Rihanna,SOS
5/13/2006,Rihanna,SOS
5/14/2006,Rihanna,SOS
5/15/2006,Rihanna,SOS
5/16/2006,Rihanna,SOS
5/17/2006,Rihanna,SOS
5/18/2006,Rihanna,SOS
5/19/2006,Rihanna,SOS
5/20/2006,Rihanna,SOS
5/21/2006,Rihanna,SOS
5/22/2006,Rihanna,SOS
5/23/2006,Rihanna,SOS
5/24/2006,Rihanna,SOS
5/25/2006,Rihanna,SOS
5/26/2006,Rihanna,SOS
5/27/2006,Rihanna,SOS
5/28/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
5/29/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
5/30/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
5/31/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/1/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/2/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/3/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/4/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/5/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/6/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/7/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/8/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/9/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/10/2006,Chamillionaire Featuring Krayzie Bone,Ridin'
6/11/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/12/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/13/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/14/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/15/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/16/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/17/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/18/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/19/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/20/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/21/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/22/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/23/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/24/2006,Shakira Featuring Wyclef Jean,Hips Don't Lie
6/25/2006,Taylor Hicks,Do I Make You Proud
6/26/2006,Taylor Hicks,Do I Make You Proud
6/27/2006,Taylor Hicks,Do I Make You Proud
6/28/2006,Taylor Hicks,Do I Make You Proud
6/29/2006,Taylor Hicks,Do I Make You Proud
6/30/2006,Taylor Hicks,Do I Make You Proud
7/1/2006,Taylor Hicks,Do I Make You Proud
7/2/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/3/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/4/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/5/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/6/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/7/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/8/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/9/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/10/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/11/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/12/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/13/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/14/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/15/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/16/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/17/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/18/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/19/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/20/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/21/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/22/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/23/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/24/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/25/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/26/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/27/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/28/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/29/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/30/2006,Nelly Furtado Featuring Timbaland,Promiscuous
7/31/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/1/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/2/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/3/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/4/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/5/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/6/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/7/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/8/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/9/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/10/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/11/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/12/2006,Nelly Furtado Featuring Timbaland,Promiscuous
8/13/2006,Fergie,London Bridge
8/14/2006,Fergie,London Bridge
8/15/2006,Fergie,London Bridge
8/16/2006,Fergie,London Bridge
8/17/2006,Fergie,London Bridge
8/18/2006,Fergie,London Bridge
8/19/2006,Fergie,London Bridge
8/20/2006,Fergie,London Bridge
8/21/2006,Fergie,London Bridge
8/22/2006,Fergie,London Bridge
8/23/2006,Fergie,London Bridge
8/24/2006,Fergie,London Bridge
8/25/2006,Fergie,London Bridge
8/26/2006,Fergie,London Bridge
8/27/2006,Fergie,London Bridge
8/28/2006,Fergie,London Bridge
8/29/2006,Fergie,London Bridge
8/30/2006,Fergie,London Bridge
8/31/2006,Fergie,London Bridge
9/1/2006,Fergie,London Bridge
9/2/2006,Fergie,London Bridge
9/3/2006,Justin Timberlake,SexyBack
9/4/2006,Justin Timberlake,SexyBack
9/5/2006,Justin Timberlake,SexyBack
9/6/2006,Justin Timberlake,SexyBack
9/7/2006,Justin Timberlake,SexyBack
9/8/2006,Justin Timberlake,SexyBack
9/9/2006,Justin Timberlake,SexyBack
9/10/2006,Justin Timberlake,SexyBack
9/11/2006,Justin Timberlake,SexyBack
9/12/2006,Justin Timberlake,SexyBack
9/13/2006,Justin Timberlake,SexyBack
9/14/2006,Justin Timberlake,SexyBack
9/15/2006,Justin Timberlake,SexyBack
9/16/2006,Justin Timberlake,SexyBack
9/17/2006,Justin Timberlake,SexyBack
9/18/2006,Justin Timberlake,SexyBack
9/19/2006,Justin Timberlake,SexyBack
9/20/2006,Justin Timberlake,SexyBack
9/21/2006,Justin Timberlake,SexyBack
9/22/2006,Justin Timberlake,SexyBack
9/23/2006,Justin Timberlake,SexyBack
9/24/2006,Justin Timberlake,SexyBack
9/25/2006,Justin Timberlake,SexyBack
9/26/2006,Justin Timberlake,SexyBack
9/27/2006,Justin Timberlake,SexyBack
9/28/2006,Justin Timberlake,SexyBack
9/29/2006,Justin Timberlake,SexyBack
9/30/2006,Justin Timberlake,SexyBack
10/1/2006,Justin Timberlake,SexyBack
10/2/2006,Justin Timberlake,SexyBack
10/3/2006,Justin Timberlake,SexyBack
10/4/2006,Justin Timberlake,SexyBack
10/5/2006,Justin Timberlake,SexyBack
10/6/2006,Justin Timberlake,SexyBack
10/7/2006,Justin Timberlake,SexyBack
10/8/2006,Justin Timberlake,SexyBack
10/9/2006,Justin Timberlake,SexyBack
10/10/2006,Justin Timberlake,SexyBack
10/11/2006,Justin Timberlake,SexyBack
10/12/2006,Justin Timberlake,SexyBack
10/13/2006,Justin Timberlake,SexyBack
10/14/2006,Justin Timberlake,SexyBack
10/15/2006,Justin Timberlake,SexyBack
10/16/2006,Justin Timberlake,SexyBack
10/17/2006,Justin Timberlake,SexyBack
10/18/2006,Justin Timberlake,SexyBack
10/19/2006,Justin Timberlake,SexyBack
10/20/2006,Justin Timberlake,SexyBack
