date,event,day,year
5/21,"After flying for 17 hours from Newfoundland, Amelia Earhart lands near Londonderry, Northern Ireland, becoming the 1st transatlantic solo flight by a woman.",21-May,1932
5/22,"1st atlas'Theatrum Orbis Terrarum' (Theatre of the World), published by Abraham Ortelius in Antwerp with 70 maps.",22-May,1570
5/22,"1st wagon train with 700 - 1000 migrants, departs Independence, Missouri for Oregon.",22-May,1843
5/22,"Adolf Hitler and Benito Mussolini sign ""Pact of Steel"" in Berlin, Germany.",22-May,1939
5/22,First US rocket (WAC Corporal) to reach edge of space fired from White Sands Missile Range New Mexico.,22-May,1946
5/22,"Royal Thai Armed Forces, led by General Prayut Chan-o-cha stage a coup in Thailand, suspending the kingdom's constitution and taking control of the government, the 12th since the country's first coup in 1932.",22-May,2014
5/23,Second Defenestration of Prague: Two Catholic Lords Regent and their secretary are thrown out of a window and amazingly are not seriously injured by the 70 foot (21m) fall. Triggers the Thirty Years' War..,23-May,1618
5/23,Benjamin Franklin announces his invention of bifocals.,23-May,1785
5/23,"South American independence leader Simón Bolívar enters Mérida, leading the invasion of Venezuela, and is proclaimed El Libertador (""The Liberator"").",23-May,1813
5/23,"Federal Republic of [West] Germany created out of the American, British and French occupation zones.",23-May,1949
5/23,"Mao Zedong starts the ""Great Leap Forward"" movement in China.",23-May,1958
5/23,The Good Friday Agreement is accepted in a referendum in Northern Ireland with 75% voting yes..,23-May,1998
5/24,"Nomenclator of Leiden University Library appears, the first printed catalog of an institutional library.",24-May,1595
5/24,"John Wesley is converted, launching the Methodist movement; celebrated annually by Methodists as Aldersgate Day.",24-May,1738
5/24,"Samuel Morse taps out ""What hath God wrought"" in the world's first telegraph message.",24-May,1844
5/24,"German battleship Bismarck sinks the British battle cruiser HMS Hood; 1,416 die, 3 survive.",24-May,1941
5/24,Section 28 passed as law by Parliament in the United Kingdom prohibiting the promotion of homosexuality. Repealed 2001/2004.,24-May,1988
5/25,"The Ship ""Le Grand St Antoine"" reaches Marseille, bringing Europe's last major plague outbreak. Kills around 100,000.",25-May,1720
5/25,"In the May Revolution, citizens of Buenos Aires expel the Spanish Viceroy Cisneros during Semana de Mayo.",25-May,1810
5/25,British House of Commons passes the Irish Home Rule Bill.,25-May,1914
5/25,JFK announces US goal of putting a man on Moon before the end of decade.,25-May,1961
5/25,Hands Across America - 6.5 million people hold hands from California to NY.,25-May,1986
5/26,Dow Jones begins an index of 12 industrial stocks (closing is 40.94).,26-May,1896
5/26,"At Masjed Soleyman (???? ??????) in southwest Persia, the first major commercial oil strike in the Middle East is made, rights acquired by the United Kingdom.",26-May,1908
5/26,Henry Ford and the Ford Motor Company produce the last (and 15th million) Model T Ford / Tin Lizzie.,26-May,1927
5/26,South Africa elects a nationalist government under D. F. Malan with an apartheid policy.,26-May,1948
5/26,The United States Army veteran Terry Nichols is found guilty of 161 state murder charges for helping carry out the Oklahoma City bombing..,26-May,2004
5/27,Habeaus Corpus Act (strengthening person's right to challenge unlawful arrest & imprisonment) passes in England.,27-May,1679
5/27,Saint Petersburg (Leningrad) founded by Russian Tsar Peter the Great.,27-May,1703
5/27,"Heinrich Schliemann discovers ""Priam's Treasure"" a cache of gold and other objects in Hisarlik (Troy) in Anatolia.",27-May,1873
5/27,"Japanese fleet destroys the Russian East Sea fleet in the Battle of Tsushima, the only decisive clash between modern steel battleships in history.",27-May,1905
5/27,British and Allied forces begin the evacuation of Dunkirk (Operation Dynamo) during WWII.,27-May,1940
5/27,Jomo Kenyatta elected 1st Prime Minister of Kenya.,27-May,1963
5/27,The International Criminal Tribunal for the former Yugoslavia indicts Slobodan Miloševi? and four others for war crimes and crimes against humanity committed in Kosovo.,27-May,1999
5/27,"Earthquake strikes Java, Indonesia at 5:53:58 AM local time (22:53:58 UTC May 26) devastating Bantul and the city of Yogyakarta, killing over 6,600 people.",27-May,2006
5/28,"Joan of Arc is accused of relapsing into heresy by donning male clothing again, providing justification for her execution.",28-May,1431
5/28,Spanish Armada under the Duke of Medina-Sidonia departs Lisbon to invade England.,28-May,1588
5/28,US Congress authorizes native Indian to be removed from all states to the western prairie.,28-May,1830
5/28,"Alan Turing submits ""On Computable Numbers"" for publication, in which he set out the theoretical basis for modern computers..",28-May,1936
5/28,"White House ""plumbers"" first break in at the Democratic National Headquarters at Watergate Complex in Washington D.C..",28-May,1972
5/29,"Constantinople, capital of the Eastern Roman Empire falls to the Turks under Muhammad II; ends the Byzantine Empire.",29-May,1453
5/29,Battle of Sacheon: Korean navy led by Admiral Yi Sun Shin repels a Japanese fleet - first use of Korean Turtle ship.,29-May,1592
5/29,On his 30th birthday Charles II returns to London from exile in the Netherlands to claim the English throne after the Puritan Commonwealth comes to an end.,29-May,1660
5/29,"Sojourner Truth addresses 1st Black Women's Rights Convention in Akron, Ohio.",29-May,1851
5/29,Edmund Hillary (NZ) and Tenzing Norgay (Nepal) are first to reach the summit of Mount Everest as part of a British Expedition.,29-May,1953
5/30,"Hundred Years' War: 19 year old Joan of Arc is burned at the stake by an English-dominated tribunal in Rouen, France.",30-May,1431
5/30,Spanish explorer Hernando de Soto discovers Florida.,30-May,1539
5/30,"Mexico ratifies treaty giving US; New Mexico, California & parts of Nevada, Utah, Arizona & Colorado in return for $15 million.",30-May,1848
5/30,"Decoration Day, later called Memorial Day is first observed in Northern US states.",30-May,1868
5/30,"Treaty of London signed by the Great Powers, the Ottoman Empire and the victorious Balkan League (Serbia, Greece, Kingdom of Bulgaria, and Montenegro) bringing an end to the First Balkan War.",30-May,1913
5/31,"Martin Frobisher sails from Harwich, England, to Frobisher Bay, Canada. Eventually mines fools gold, famously used to pave the streets of London..",31-May,1578
5/31,"Boer War Ends; Treaty of Unity signed, Britain annexes Transvaal.",31-May,1902
5/31,Union of South Africa declares its independence from the United Kingdom.,31-May,1910
5/31,"Battle of Jutland: Largest naval battle of World War I between the British Grand Fleet and the German High Seas Fleet which killed 8,645 in an inconclusive battle but strategic British victory. German fleet never puts to sea again in WWI..",31-May,1916
5/31,"7.7 magnitude earthquake hits Quetta in Balochistan, British Raj (Pakistan) killing an estimated 50,000 people.",31-May,1935
5/31,Communists seize power in Hungary.,31-May,1947
5/31,"7.75 Ancash earthquake off coast of Peru kills 66-70,000 and sets off world's deadliest avalanche.",31-May,1970
6/1,"Beijing, under control of Jurchen ruler Emperor Xuanzong of Jin, is captured by the Mongols under Genghis Khan, ending the Battle of Beijing.",1-Jun,1215
6/1,"Battle of Öland: allied Danish-Dutch forces defeat the Swedish navy in the Baltic Sea, during the Scanian War (1675–79).",1-Jun,1676
6/1,Kenya becomes a republic with Jomo Kenyatta as its 1st President.,1-Jun,1964
6/1,European Central Bank is founded in Brussels to define and execute the European Union's monetary policy.,1-Jun,1998
6/2,King Gaiseric & the Vandals sack Rome - Rome looted for 14 days.,2-Jun,455
6/2,Robert E. Lee takes command of Confederate armies of North Virgina during US Civil War.,2-Jun,1862
6/2,"Guglielmo Marconi applies to patent the radio, accepted 2 July 1897.",2-Jun,1896
6/2,"Coronation of Queen Elizabeth II in Westminster Abbey, London, England.",2-Jun,1953
6/2,"10,000 Chinese soldiers are blocked by 100,000 citizens in Tiananmen Square, Beijing, protecting students demonstrating for democracy.",2-Jun,1989
6/3,"Dutch West India Company (WIC) receives charter for The West Indies (The Americas, Caribbean and West Africa).",3-Jun,1621
6/3,"Chile and Peru sign the Treaty of Lima, finally resolving their border dispute from the War of the Pacific (1879–83). Chile keeps Arica and Peru regains Tacna..",3-Jun,1929
6/3,"A mob of 60 from the Los Angeles Naval Reserve Armory beat up everyone perceived to be Hispanic, starting the week-long Zoot Suit Riots.",3-Jun,1943
6/3,"Ixtoc I rig in the Gulf of Mexico blows, spilling 3 million barrels of oil in one of the worst oil spills in history.",3-Jun,1979
6/3,Beginning of the Tiananmen Square Massacre as Chinese troops open fire on pro-democracy supporters in Beijing.,3-Jun,1989
6/4,"Great Upheaval: New England planters arrive to claim land in Nova Scotia, Canada taken from the Acadians.",4-Jun,1760
6/4,"British complete the ""Miracle of Dunkirk"" by evacuating 338,226 allied troops from France via a flotilla of over 800 vessels including Royal Navy destroyers, merchant marine boats, fishing boats, pleasure craft and even lifeboats.",4-Jun,1940
6/4,"US, Soviet Union, Britain and France agree to divide up occupied Germany.",4-Jun,1945
6/4,"Eastern Europe's 1st partial free elections in 40 years held in Poland, Solidarity Party comes to power.",4-Jun,1989
6/4,"Tiananmen Square Massacre: Chinese troops clear the square of student protesters, unofficial figures place death toll near 1,000.",4-Jun,1989
6/5,Sultan Bargash bin Said under British pressure closes the infamous slave market of Zanzibar in modern day Tanzania.,5-Jun,1873
6/5,"US Secretary of State George Marshall outlines the ""Marshall Plan"" to rebuild Western Europe.",5-Jun,1947
6/5,"State of siege proclaimed in Iran, Ayatollah Khomeini arrested.",5-Jun,1963
6/5,"Six-day war begins between Israel and the neighboring Arab states of Egypt, Jordan and Syria.",5-Jun,1967
6/5,AIDS Epidemic officially begins when US Centers for Disease Control reports on pneumonia affecting five homosexual men in Los Angeles.,5-Jun,1981
6/5,"World's first today in history program with editable data ""TODAY"", invented by Michael Butler runs for the first time on a mainframe computer.",5-Jun,1981
6/5,"Indira Gandhi orders an attack on Sikh's holiest site, the Golden Temple.",5-Jun,1984
6/6,"Gustav Vasa is elected King of Sweden, marking the end of the Kalmar Union.",6-Jun,1523
6/6,1st slaves arrive in Louisiana.,6-Jun,1716
6/6,"With the death of Yuan Shikai, who has ruled much of China since 1912, the central government virtually collapses in the face of warlords who assert themselves, including Sun Yat-sen.",6-Jun,1916
6/6,"Operation Overlord: D-Day begins as the 150,000 strong Allied Expeditionary Force lands in Normandy, France, during World War II.",6-Jun,1944
6/6,"30,000 Israeli troops invade Lebanon to drive out the PLO.",6-Jun,1982
6/7,"Treaty of Tordesillas: Spain and Portugal divide the new world along a meridian 370 leagues west of the Cape Verde islands, off the west coast of Africa.",7-Jun,1494
6/7,English King Charles I ratifies the Petition of Rights.,7-Jun,1628
6/7,Louis XIV crowned King of France.,7-Jun,1654
6/7,Vatican City becomes a sovereign state.,7-Jun,1929
6/7,"The Supreme Court of the United States decides on Griswold v. Connecticut, effectively legalizing the use of contraception by married couples.",7-Jun,1965
6/8,Italy invaded by Attila the Hun.,8-Jun,452
6/8,"Vikings in long ships from modern-day Norway plunder St Cuthbert's monastery on Lindisfarne Island, off the northeast coast of England.",8-Jun,793
6/8,King Richard I of England arrives at Acre in modern day Israel to join the Siege of Acre during the Third Crusade.,8-Jun,1191
6/8,"Laki volcano in southern Iceland begins 8-month eruption, killing 10,000 and causing widespread famines throughout Asia and Europe.",8-Jun,1783
6/8,James Madison introduces a proposed Bill of Rights in the US House of Representatives.,8-Jun,1789
6/8,"Nova Aquila, brightest nova since Kepler's nova of 1604, discovered.",8-Jun,1918
6/8,New Zealand's Labour government legislates against nuclear weapons and nuclear powered vessels in NZ. Only nation to legislate against nuclear power..,8-Jun,1987
6/9,"Roman Emperor Nero commits suicide, imploring his secretary Epaphroditos to slit his throat to evade a Senate-imposed death by flogging.",9-Jun,68
6/9,Odo of Aquitaine defeats the Moors in the Battle of Toulouse.,9-Jun,721
6/9,Book of Common Prayer is adopted by the Church of England.,9-Jun,1549
6/9,End of the Congress of Vienna: New European political situation is set.,9-Jun,1815
6/9,"500 Mormons leave Iowa City, Iowa, and head west for Salt Lake City, Utah, carrying all their possessions in two-wheeled handcarts.",9-Jun,1856
